 TIME                    	QSENS_PEG_V1             	QSENS_PEG_V2             	QSENS_PEG_V3             	QSENS_PEG_V4             	QSENS_PEG_V5             	QSENS_PEG_V6             	QSENS_PEG_V7             	
  +2.1950000000000000E+03	  -4.0737396286322144E+02	  -1.7642960804561491E+02	  -1.7016899997224621E+02	  -1.7003875688758828E+02	  -1.7003600537039682E+02	  -1.7003597918771425E+02	  -1.7003599568067492E+02	
  +2.1960000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1970000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1980000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1990000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2010000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2020000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2030000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2040000000000000E+03	  -1.0199611222044707E+02	  -1.4894341642049319E+01	  -1.0632567814669526E+01	  -1.0489860170128543E+01	  -1.0486876885913782E+01	  -1.0486859115800918E+01	  -1.0486882128937658E+01	
  +2.2050000000000000E+03	  -3.1809142103304276E+02	  -1.4453770655014497E+02	  -1.3831466330724248E+02	  -1.3808644923436051E+02	  -1.3808167021551552E+02	  -1.3808164592445723E+02	  -1.3808168491460677E+02	
  +2.2060000000000000E+03	  -6.0522616347337589E+02	  -3.7712562627305664E+02	  -3.7196305329637937E+02	  -3.7174631261169208E+02	  -3.7174174409378401E+02	  -3.7174172446175078E+02	  -3.7174176352708741E+02	
  +2.2070000000000000E+03	  -8.2623515235099217E+02	  -5.5853775582961407E+02	  -5.5410954402869891E+02	  -5.5389979821874306E+02	  -5.5389533027404457E+02	  -5.5389531179449943E+02	  -5.5389535031011735E+02	
  +2.2080000000000000E+03	  -9.8014432671820396E+02	  -6.8137322013511834E+02	  -6.7747230222829023E+02	  -6.7726850012987006E+02	  -6.7726410345573061E+02	  -6.7726408640464854E+02	  -6.7726412484251250E+02	
  +2.2090000000000000E+03	  -1.1168005542801200E+03	  -7.9187988720622218E+02	  -7.8835413598209743E+02	  -7.8815622651474280E+02	  -7.8815189352294510E+02	  -7.8815187789374420E+02	  -7.8815191634624955E+02	
  +2.2100000000000000E+03	  -1.2401755448905319E+03	  -8.9258178505983403E+02	  -8.8931359085150973E+02	  -8.8912176842819622E+02	  -8.8911749950780791E+02	  -8.8911748612536633E+02	  -8.8911752503135619E+02	
  +2.2110000000000000E+03	  -1.3221741814226696E+03	  -9.5558248861646041E+02	  -9.5247902863533818E+02	  -9.5229347308365811E+02	  -9.5228926453790052E+02	  -9.5228925150758539E+02	  -9.5228928994663670E+02	
  +2.2120000000000000E+03	  -1.4158183348842447E+03	  -1.0324924700490881E+03	  -1.0294798719267187E+03	  -1.0293006972652352E+03	  -1.0292965511733257E+03	  -1.0292965394038292E+03	  -1.0292965778442017E+03	
  +2.2130000000000000E+03	  -1.5087144192644889E+03	  -1.1106105293302066E+03	  -1.1076296601279300E+03	  -1.1074568902929907E+03	  -1.1074528074900620E+03	  -1.1074527972720325E+03	  -1.1074528358778766E+03	
  +2.2140000000000000E+03	  -1.5181171090409782E+03	  -1.1109237090722831E+03	  -1.1079271227769361E+03	  -1.1077606926915776E+03	  -1.1077566704556393E+03	  -1.1077566602655104E+03	  -1.1077566983037395E+03	
  +2.2150000000000000E+03	  -1.3708973464290534E+03	  -9.7277370853273760E+02	  -9.6972342991525454E+02	  -9.6956320848129337E+02	  -9.6955924322517797E+02	  -9.6955923099438189E+02	  -9.6955926745963825E+02	
  +2.2160000000000000E+03	  -1.1289052075509371E+03	  -7.5473700358724557E+02	  -7.5160335513330426E+02	  -7.5144915552337125E+02	  -7.5144524606939308E+02	  -7.5144523084652371E+02	  -7.5144526528224799E+02	
  +2.2170000000000000E+03	  -8.5105294639645638E+02	  -4.9785131449034225E+02	  -4.9461328216285773E+02	  -4.9446486881939671E+02	  -4.9446101253690796E+02	  -4.9446099255432938E+02	  -4.9446102409188433E+02	
  +2.2180000000000000E+03	  -5.7101679823111033E+02	  -2.4052628031174530E+02	  -2.3717124080323561E+02	  -2.3702837094553743E+02	  -2.3702455383918036E+02	  -2.3702452120165947E+02	  -2.3702454596538433E+02	
  +2.2190000000000000E+03	  -2.1756672651666641E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2210000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2220000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2230000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2240000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2250000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2260000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2270000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2280000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2290000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2300000000000000E+03	  -1.1559690896996320E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2310000000000000E+03	  -2.6302244191046384E+02	  -1.8809994815869914E+01	  -1.7213808838481576E+01	  -1.7068634917030309E+01	  -1.7064109675035080E+01	  -1.7064063593428376E+01	  -1.7064095622906880E+01	
  +2.2320000000000000E+03	  -4.9765639956988252E+02	  -2.0007752333664811E+02	  -1.9774491147981649E+02	  -1.9751288901797452E+02	  -1.9750557828606887E+02	  -1.9750550316388401E+02	  -1.9750555526220589E+02	
  +2.2330000000000000E+03	  -7.0702321090237865E+02	  -3.7691160441366441E+02	  -3.7502923195030951E+02	  -3.7481589910680441E+02	  -3.7480904945586536E+02	  -3.7480898103103198E+02	  -3.7480903198368799E+02	
  +2.2340000000000000E+03	  -8.8852419494108915E+02	  -5.3142548589209571E+02	  -5.2979680511445997E+02	  -5.2959668201762804E+02	  -5.2959010928643579E+02	  -5.2959004005133875E+02	  -5.2959008812282286E+02	
  +2.2350000000000000E+03	  -1.0319658130102430E+03	  -6.5253102128927026E+02	  -6.5103009996294077E+02	  -6.5084117984120201E+02	  -6.5083482931079516E+02	  -6.5083476065338186E+02	  -6.5083480714067741E+02	
  +2.2360000000000000E+03	  -1.1848431712024371E+03	  -7.8595495070757624E+02	  -7.8449095096789733E+02	  -7.8431226850697647E+02	  -7.8430612326636799E+02	  -7.8430605797660849E+02	  -7.8430610444480044E+02	
  +2.2370000000000000E+03	  -1.2669942846626700E+03	  -8.5291169582287523E+02	  -8.5141563614316249E+02	  -8.5124653588673755E+02	  -8.5124058170357978E+02	  -8.5124051824576736E+02	  -8.5124056399433493E+02	
  +2.2380000000000000E+03	  -1.2672780941696778E+03	  -8.4643604522152725E+02	  -8.4485454935240841E+02	  -8.4469446220741725E+02	  -8.4468868572636404E+02	  -8.4468862119458515E+02	  -8.4468866481468206E+02	
  +2.2390000000000000E+03	  -1.1120119939246929E+03	  -7.0990242193710583E+02	  -7.0819417275381443E+02	  -7.0804256109519827E+02	  -7.0803695116373660E+02	  -7.0803688299067483E+02	  -7.0803692323526298E+02	
  +2.2400000000000000E+03	  -9.3108186090513050E+02	  -5.4200215438455848E+02	  -5.4013642554605406E+02	  -5.3999275007216943E+02	  -5.3998729608021631E+02	  -5.3998722164783112E+02	  -5.3998725724012809E+02	
  +2.2410000000000000E+03	  -8.0168116081721007E+02	  -4.1295250559427097E+02	  -4.1090943297094361E+02	  -4.1077315748294012E+02	  -4.1076785231954739E+02	  -4.1076777051759268E+02	  -4.1076780092801033E+02	
  +2.2420000000000000E+03	  -6.0444184914328082E+02	  -2.1978424901300770E+02	  -2.1755294756265349E+02	  -2.1742366183112267E+02	  -2.1741853216975537E+02	  -2.1741845780588974E+02	  -2.1741849051588471E+02	
  +2.2430000000000000E+03	  -2.5836362658125785E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2440000000000000E+03	  -6.6382120273609306E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2450000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2460000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2470000000000000E+03	  -9.8993429254224111E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2480000000000000E+03	  -1.4338503366523815E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2490000000000000E+03	  -4.1119479761168208E+02	  -7.8929376362550187E+01	  -7.5470517053301336E+01	  -7.5368654517666272E+01	  -7.5364293759122489E+01	  -7.5364213032978782E+01	  -7.5364236604706562E+01	
  +2.2500000000000000E+03	  -6.1413900855328541E+02	  -1.4230850331639382E+02	  -1.3666405376053169E+02	  -1.3650971430187778E+02	  -1.3650311061823632E+02	  -1.3650299788497099E+02	  -1.3650303994947805E+02	
  +2.2510000000000000E+03	  -8.1581900476487726E+02	  -3.6107769917132464E+02	  -3.5542034724943380E+02	  -3.5527642217957754E+02	  -3.5527029428770749E+02	  -3.5527018947970583E+02	  -3.5527022989052233E+02	
  +2.2520000000000000E+03	  -9.5995447242691489E+02	  -5.1764853587727703E+02	  -5.1188180349613640E+02	  -5.1174427729261248E+02	  -5.1173846693047170E+02	  -5.1173836726414879E+02	  -5.1173840681904409E+02	
  +2.2530000000000000E+03	  -1.0678533098848611E+03	  -6.3637590594381652E+02	  -6.3048446949837455E+02	  -6.3035170885613252E+02	  -6.3034614110328437E+02	  -6.3034603752263240E+02	  -6.3034607236696900E+02	
  +2.2540000000000000E+03	  -1.1928859474219780E+03	  -7.6960977083252135E+02	  -7.6360469076283346E+02	  -7.6347588057701194E+02	  -7.6347054645143908E+02	  -7.6347044850749751E+02	  -7.6347048369404797E+02	
  +2.2550000000000000E+03	  -1.2656279899296712E+03	  -8.4970964474694017E+02	  -8.4360660407027729E+02	  -8.4348115934775740E+02	  -8.4347603681317537E+02	  -8.4347594220007397E+02	  -8.4347597670473897E+02	
  +2.2560000000000000E+03	  -1.3137721762500253E+03	  -9.0449940299487287E+02	  -8.9831376329490365E+02	  -8.9819121333695193E+02	  -8.9818628829910688E+02	  -8.9818619678002904E+02	  -8.9818623056346087E+02	
  +2.2570000000000000E+03	  -1.3898706016562446E+03	  -9.8530900154279641E+02	  -9.7905439793475534E+02	  -9.7893433305457177E+02	  -9.7892959480834259E+02	  -9.7892950699891355E+02	  -9.7892954043508826E+02	
  +2.2580000000000000E+03	  -1.4126210020404803E+03	  -1.0127274592074789E+03	  -1.0064156497415171E+03	  -1.0062977019145148E+03	  -1.0062931380763090E+03	  -1.0062930532083027E+03	  -1.0062930859792024E+03	
  +2.2590000000000000E+03	  -1.4700038757338364E+03	  -1.0732464594440132E+03	  -1.0668875750737975E+03	  -1.0667714223520852E+03	  -1.0667670241077997E+03	  -1.0667669428118870E+03	  -1.0667669752929874E+03	
  +2.2600000000000000E+03	  -1.4963966764434265E+03	  -1.1025402309787207E+03	  -1.0961429360640634E+03	  -1.0960282930843289E+03	  -1.0960240502043939E+03	  -1.0960239720356458E+03	  -1.0960240040648350E+03	
  +2.2610000000000000E+03	  -1.5430476214859923E+03	  -1.1510805527364787E+03	  -1.1446522785260611E+03	  -1.1445388994937241E+03	  -1.1445348039815813E+03	  -1.1445347293060286E+03	  -1.1445347611215980E+03	
  +2.2620000000000000E+03	  -1.5093308329958409E+03	  -1.1245728597818365E+03	  -1.1181199046343040E+03	  -1.1180075731851227E+03	  -1.1180036147929438E+03	  -1.1180035425783062E+03	  -1.1180035737213836E+03	
  +2.2630000000000000E+03	  -1.3711270372472720E+03	  -1.0064145984574726E+03	  -9.9994235790287723E+02	  -9.9983088931456109E+02	  -9.9982705841064262E+02	  -9.9982698762139717E+02	  -9.9982701762700106E+02	
  +2.2640000000000000E+03	  -1.2632854169510606E+03	  -9.0779847359137534E+02	  -9.0131224247361513E+02	  -9.0120146928145959E+02	  -9.0119775228229730E+02	  -9.0119767972851935E+02	  -9.0119770706078361E+02	
  +2.2650000000000000E+03	  -1.0964212346963068E+03	  -7.5551363468487898E+02	  -7.4901994598823126E+02	  -7.4890974240105766E+02	  -7.4890613479442470E+02	  -7.4890606157144964E+02	  -7.4890608681683341E+02	
  +2.2660000000000000E+03	  -8.3776924917633960E+02	  -5.2754991673773600E+02	  -5.2105655118202719E+02	  -5.2094680639957426E+02	  -5.2094330109304485E+02	  -5.2094322683016867E+02	  -5.2094324984801688E+02	
  +2.2670000000000000E+03	  -5.5232766522612678E+02	  -2.8520958860245560E+02	  -2.7872617358238909E+02	  -2.7861680964522469E+02	  -2.7861340052196755E+02	  -2.7861332491342029E+02	  -2.7861334562563457E+02	
  +2.2680000000000000E+03	  -2.0956420786351828E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2690000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2700000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2710000000000000E+03	  -2.3201735549388548E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2720000000000000E+03	  -1.4921962018382354E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2730000000000000E+03	  -3.1361260688562669E+02	  -3.7887093731067957E+01	  -3.2870444256772409E+01	  -3.2775171023262956E+01	  -3.2772670290802559E+01	  -3.2772617885170106E+01	  -3.2772634048475354E+01	
  +2.2740000000000000E+03	  -5.7571403334565423E+02	  -2.7523162329715478E+02	  -2.6638974285371961E+02	  -2.6621929649277860E+02	  -2.6621482837767775E+02	  -2.6621473046126852E+02	  -2.6621475683251703E+02	
  +2.2750000000000000E+03	  -7.7309556495275035E+02	  -4.6239283280348246E+02	  -4.5420227033831821E+02	  -4.5403734212112118E+02	  -4.5403315021306844E+02	  -4.5403306463595135E+02	  -4.5403309213388673E+02	
  +2.2760000000000000E+03	  -9.1608144247260918E+02	  -6.0068464280340754E+02	  -5.9290710411340604E+02	  -5.9274401489281229E+02	  -5.9273998307976558E+02	  -5.9273990584149965E+02	  -5.9273993436722105E+02	
  +2.2770000000000000E+03	  -1.0069623286245503E+03	  -6.8955766470847254E+02	  -6.8208991477740642E+02	  -6.8192782573165937E+02	  -6.8192391186214115E+02	  -6.8192384052401053E+02	  -6.8192386952672405E+02	
  +2.2780000000000000E+03	  -1.1343553214731066E+03	  -8.1452536928060260E+02	  -8.0730563213600669E+02	  -8.0714453453561998E+02	  -8.0714070804003870E+02	  -8.0714063494283505E+02	  -8.0714066085010518E+02	
  +2.2790000000000000E+03	  -1.1963884660367596E+03	  -8.7483231359067997E+02	  -8.6782107999696370E+02	  -8.6766122906951171E+02	  -8.6765749224260378E+02	  -8.6765742295015366E+02	  -8.6765744872980918E+02	
  +2.2800000000000000E+03	  -1.2398509493393049E+03	  -9.1686290073393752E+02	  -9.1002861940602315E+02	  -9.0987025621989369E+02	  -9.0986660218628344E+02	  -9.0986653651208997E+02	  -9.0986656219396093E+02	
  +2.2810000000000000E+03	  -1.3103429771460055E+03	  -9.8493620668585891E+02	  -9.7825345189136488E+02	  -9.7809677474569492E+02	  -9.7809319885737386E+02	  -9.7809313732366491E+02	  -9.7809316327360114E+02	
  +2.2820000000000000E+03	  -1.3871194520463475E+03	  -1.0584845268985046E+03	  -1.0519322759158399E+03	  -1.0517774320090959E+03	  -1.0517739293326661E+03	  -1.0517738720414338E+03	  -1.0517738984069265E+03	
  +2.2830000000000000E+03	  -1.4325829863813212E+03	  -1.1010867718637960E+03	  -1.0946472759794920E+03	  -1.0944943675960180E+03	  -1.0944909322210715E+03	  -1.0944908785127971E+03	  -1.0944909050555327E+03	
  +2.2840000000000000E+03	  -1.4906831720180714E+03	  -1.1559986775333971E+03	  -1.1496567003461050E+03	  -1.1495057922584051E+03	  -1.1495024176615173E+03	  -1.1495023663137158E+03	  -1.1495023925114904E+03	
  +2.2850000000000000E+03	  -1.5323840852164471E+03	  -1.1947159417313121E+03	  -1.1884581122669783E+03	  -1.1883092512451392E+03	  -1.1883059355837468E+03	  -1.1883058874166516E+03	  -1.1883059137524115E+03	
  +2.2860000000000000E+03	  -1.4871089369144424E+03	  -1.1537981748740785E+03	  -1.1476126627135234E+03	  -1.1474658655793094E+03	  -1.1474626031432510E+03	  -1.1474625568056094E+03	  -1.1474625826800595E+03	
  +2.2870000000000000E+03	  -1.4169911041487908E+03	  -1.0844494482963798E+03	  -1.0783258922480506E+03	  -1.0781811672841843E+03	  -1.0781779565752543E+03	  -1.0781779125594639E+03	  -1.0781779382798484E+03	
  +2.2880000000000000E+03	  -1.2997105369743454E+03	  -9.7158081596356067E+02	  -9.6551068384443067E+02	  -9.6536801396805856E+02	  -9.6536484870959055E+02	  -9.6536480495180058E+02	  -9.6536482955410793E+02	
  +2.2890000000000000E+03	  -9.6372354663697786E+02	  -6.8130198847708448E+02	  -6.7527860877379442E+02	  -6.7513795724934050E+02	  -6.7513482732671991E+02	  -6.7513477969174789E+02	  -6.7513480118403709E+02	
  +2.2900000000000000E+03	  -6.4943922817952159E+02	  -4.1117422392069358E+02	  -4.0519345246120400E+02	  -4.0505481092908542E+02	  -4.0505171808434841E+02	  -4.0505166798396846E+02	  -4.0505168711501574E+02	
  +2.2910000000000000E+03	  -4.0572456195832228E+02	  -1.9432868994981399E+02	  -1.8839169160995661E+02	  -1.8825501117916366E+02	  -1.8825195601103422E+02	  -1.8825190451555511E+02	  -1.8825192185478639E+02	
  +2.2920000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2930000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2940000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2950000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2960000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2970000000000000E+03	  -2.5979702036640738E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2980000000000000E+03	  -2.2824528030485976E+02	  -5.3774491812766385E+01	  -4.8546985747144106E+01	  -4.8414842317210464E+01	  -4.8411897110753515E+01	  -4.8411858558144424E+01	  -4.8411878286342905E+01	
  +2.2990000000000000E+03	  -4.7661384346584526E+02	  -2.1176704542529802E+02	  -2.0388699883922550E+02	  -2.0368154477965402E+02	  -2.0367695363578690E+02	  -2.0367689014783124E+02	  -2.0367691852310415E+02	
  +2.3000000000000000E+03	  -6.5388896521320112E+02	  -3.7379471039711183E+02	  -3.6660424742261529E+02	  -3.6640831747420805E+02	  -3.6640394233832609E+02	  -3.6640388804619977E+02	  -3.6640391770048905E+02	
  +2.3010000000000000E+03	  -7.9650141625621802E+02	  -5.0660533135755554E+02	  -4.9987112338640361E+02	  -4.9968040829549722E+02	  -4.9967614579744537E+02	  -4.9967609712090712E+02	  -4.9967612763741238E+02	
  +2.3020000000000000E+03	  -9.2148183745148970E+02	  -6.2376524684941421E+02	  -6.1736951275167564E+02	  -6.1718282566603364E+02	  -6.1717864624039782E+02	  -6.1717860271400900E+02	  -6.1717863431793228E+02	
  +2.3030000000000000E+03	  -1.0249606854555302E+03	  -7.2034160605170325E+02	  -7.1420925332049660E+02	  -7.1402635508929632E+02	  -7.1402224923318363E+02	  -7.1402221015043654E+02	  -7.1402224266651024E+02	
  +2.3040000000000000E+03	  -1.0852956401241374E+03	  -7.7505274171659721E+02	  -7.6912923864831032E+02	  -7.6895014828136402E+02	  -7.6894611171550275E+02	  -7.6894607611022718E+02	  -7.6894610914874829E+02	
  +2.3050000000000000E+03	  -1.1093268957101163E+03	  -7.9483523033891163E+02	  -7.8907830384845522E+02	  -7.8890307844772076E+02	  -7.8889910835944340E+02	  -7.8889907540020363E+02	  -7.8889910861434589E+02	
  +2.3060000000000000E+03	  -1.1193603297585555E+03	  -8.0154571997150981E+02	  -7.9592155802959837E+02	  -7.9575022071552883E+02	  -7.9574631032283799E+02	  -7.9574627719599380E+02	  -7.9574630925121494E+02	
  +2.3070000000000000E+03	  -1.1917288941432585E+03	  -8.6937074096769584E+02	  -8.6385187936297007E+02	  -8.6368443861090634E+02	  -8.6368059314270624E+02	  -8.6368056305343248E+02	  -8.6368059559552489E+02	
  +2.3080000000000000E+03	  -1.2243713671895719E+03	  -8.9825716967749781E+02	  -8.9282110796514644E+02	  -8.9265752490038108E+02	  -8.9265374174240083E+02	  -8.9265371397047477E+02	  -8.9265374669311620E+02	
  +2.3090000000000000E+03	  -1.2529834704888513E+03	  -9.2374854761958670E+02	  -9.1837668625493484E+02	  -9.1821689586615014E+02	  -9.1821317367435768E+02	  -9.1821314808687657E+02	  -9.1821318097200287E+02	
  +2.3100000000000000E+03	  -1.2443857507605469E+03	  -9.1573867518112695E+02	  -9.1041546791288613E+02	  -9.1025938334035288E+02	  -9.1025572139697294E+02	  -9.1025569809709691E+02	  -9.1025573123878098E+02	
  +2.3110000000000000E+03	  -1.1084685940684431E+03	  -7.9735396091367409E+02	  -7.9206645011706075E+02	  -7.9191396425307971E+02	  -7.9191035817563807E+02	  -7.9191033532595281E+02	  -7.9191036784984021E+02	
  +2.3120000000000000E+03	  -9.4021466526555457E+02	  -6.4510262281390567E+02	  -6.3984056115987846E+02	  -6.3969155310489339E+02	  -6.3968799901923046E+02	  -6.3968797496775392E+02	  -6.3968800608530626E+02	
  +2.3130000000000000E+03	  -7.6898965342499366E+02	  -4.8752552518676953E+02	  -4.8228261388591795E+02	  -4.8213695996084289E+02	  -4.8213345781597394E+02	  -4.8213343275448364E+02	  -4.8213346258942823E+02	
  +2.3140000000000000E+03	  -4.7214581610819999E+02	  -2.3600491360238473E+02	  -2.3077921360788915E+02	  -2.3063678392634358E+02	  -2.3063333432271318E+02	  -2.3063330875091197E+02	  -2.3063333759015200E+02	
  +2.3150000000000000E+03	  -8.4579256226643651E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3160000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3170000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
